Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",Name Metabolite ,Group 
B086_RP,Methionine,149.0512,6.85,0.1,0.6,0.0,-0.3,-0.9,-0.7,-0.8,-0.9,-0.1,1.000,1.000,1.000,1.000,0.004,0.025,0.044,0.026,1.000,1.7E+08,1.8E+08,2.0E+08,1.4E+08,1.3E+08,2.8E+08,1.5E+08,1.6E+08,2.0E+08,3.5E+08,2.1E+08,2.7E+08,1.9E+08,3.1E+08,1.4E+08,2.6E+08,3.2E+08,3.0E+08,2.6E+08,2.6E+08,3.0E+08,3.3E+08,3.2E+08,3.1E+08,2.6E+05,2.5E+05,2.5E+05,2.3E+05,2.0E+05,2.0E+05,2.0E+05,9.9,9.7,13.9,16.6,33.1,18.0,Methionine,AA Metabolism / Methionine
B147_HILIC,N-Acetyl-L-methionine,191.0616,2.85,0.3,0.0,0.0,0.3,1.0,0.7,0.5,1.2,0.7,1.000,1.000,1.000,0.974,0.001,0.041,0.091,0.000,0.024,4.7E+07,9.3E+07,5.0E+07,4.6E+07,4.9E+07,6.4E+07,5.4E+07,5.6E+07,4.4E+07,4.4E+07,3.9E+07,3.5E+07,4.4E+07,4.3E+07,3.5E+07,4.1E+07,2.9E+07,2.9E+07,2.7E+07,1.8E+07,2.4E+07,2.9E+07,2.0E+07,2.3E+07,7.3E+05,1.5E+06,4.7E+05,6.0E+05,1.2E+06,1.1E+05,7.4E+05,22.5,15.3,9.8,11.6,30.6,5.8,N-Acetyl-L-methionine,AA metabolism / Methionine
A065_RP,S-(5'-Adenosyl)-L-methionine (SAM),398.1373,3.89,0.3,0.1,-0.1,-0.9,-1.7,-0.9,-0.6,-1.3,-0.6,1.000,1.000,1.000,0.004,0.000,0.001,0.019,0.000,0.012,1.1E+07,1.6E+07,1.2E+07,1.0E+07,1.5E+07,1.9E+07,1.1E+07,1.3E+07,2.3E+07,2.6E+07,2.2E+07,2.0E+07,1.8E+07,1.9E+07,2.0E+07,2.5E+07,3.7E+07,3.8E+07,3.8E+07,3.3E+07,4.2E+07,3.4E+07,3.4E+07,3.5E+07,9.4E+04,9.2E+04,8.9E+04,8.6E+04,9.2E+04,9.1E+04,9.6E+04,6.3,9.2,15.9,11.8,25.0,14.7,S-(5'-Adenosyl)-L-methionine (SAM),AA Metabolism / Methionine
A064_RP,S-Adenosyl-L-homocysteine,384.1218,9.87,0.6,-0.1,-0.4,0.5,1.0,0.5,1.2,2.0,0.8,1.000,1.000,1.000,0.209,0.001,0.190,0.001,0.000,0.011,4.8E+06,9.2E+06,5.7E+06,6.0E+06,5.8E+06,8.8E+06,4.6E+06,6.8E+06,4.6E+06,3.9E+06,3.5E+06,3.0E+06,2.6E+06,2.9E+06,3.7E+06,4.5E+06,2.6E+06,2.0E+06,2.6E+06,1.6E+06,2.8E+06,2.3E+06,1.9E+06,2.0E+06,2.3E+05,2.1E+05,2.2E+05,2.0E+05,1.9E+05,2.1E+05,2.0E+05,15.1,16.8,21.8,23.3,20.1,11.4,S-Adenosyl-L-homocysteine,AA Metabolism / Methionine
B167_HILIC,5'-S-Methyl-5'-thioadenosine,297.0897,4.60,-0.1,0.1,0.1,-0.8,-1.5,-0.7,-1.0,-1.7,-0.7,1.000,1.000,1.000,0.000,0.000,0.001,0.000,0.000,0.002,4.3E+08,4.5E+08,3.6E+08,3.3E+08,3.6E+08,3.0E+08,3.7E+08,3.4E+08,7.9E+08,7.1E+08,6.3E+08,6.5E+08,5.7E+08,6.1E+08,6.8E+08,7.1E+08,1.1E+09,1.0E+09,1.0E+09,9.2E+08,1.2E+09,1.2E+09,1.0E+09,1.2E+09,1.1E+06,6.7E+05,6.2E+05,5.7E+05,8.5E+05,3.4E+05,4.3E+05,13.0,8.6,7.6,14.1,17.5,8.6,5'-S-Methyl-5'-thioadenosine,AA metabolism / Methionine 
A002_RP,L-a-Amino-n-butyric acid,103.0633,4.05,0.5,0.5,-0.2,1.7,3.1,1.3,1.8,3.7,2.0,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.1E+09,2.0E+09,1.2E+09,1.3E+09,1.2E+09,1.7E+09,1.1E+09,1.5E+09,4.3E+08,4.6E+08,3.0E+08,4.3E+08,3.6E+08,5.0E+08,3.4E+08,5.5E+08,1.5E+08,1.7E+08,1.4E+08,1.3E+08,1.4E+08,1.1E+08,1.1E+08,1.1E+08,1.3E+06,1.3E+06,1.3E+06,1.2E+06,1.6E+05,1.1E+06,1.1E+06,20.7,12.5,10.0,14.5,16.9,3.2,L-a-Amino-n-butyric acid,AA metabolism / Neurotransmitter
A034_RP,L-(-)-Phenylalanine,165.0791,11.98,0.2,-0.3,-0.4,0.3,-0.4,-0.7,0.9,0.2,-0.6,1.000,1.000,1.000,1.000,0.321,0.030,0.006,0.613,0.149,5.4E+08,7.3E+08,5.2E+08,4.5E+08,5.8E+08,1.1E+09,5.5E+08,5.5E+08,5.2E+08,4.0E+08,4.3E+08,3.2E+08,4.4E+08,3.5E+08,4.4E+08,3.5E+08,7.3E+08,6.1E+08,7.1E+08,4.1E+08,8.5E+08,5.7E+08,7.3E+08,5.2E+08,6.2E+05,5.4E+05,1.6E+06,5.6E+05,4.4E+05,7.5E+05,1.0E+06,16.5,8.7,9.0,9.4,39.6,4.4,L-(-)-Phenylalanine,AA metabolism / Phenylalanine 
C241_HILIC,N-Acetyl-L-phenylalanine,207.0895,2.60,0.4,0.0,-0.5,0.3,-0.4,-0.7,0.7,0.4,-0.3,1.000,1.000,1.000,1.000,1.000,0.748,0.190,0.594,1.000,6.6E+06,9.7E+06,5.9E+06,5.7E+06,6.2E+06,2.3E+07,5.4E+06,6.3E+06,7.2E+06,5.9E+06,4.5E+06,4.3E+06,5.1E+06,4.6E+06,4.9E+06,5.2E+06,8.1E+06,9.1E+06,7.1E+06,4.7E+06,8.2E+06,6.0E+06,8.5E+06,5.9E+06,1.8E+05,1.4E+05,2.6E+05,1.8E+05,2.2E+05,1.9E+05,2.0E+05,29.2,7.7,14.5,21.9,73.6,8.1,N-Acetyl-L-phenylalanine,AA metabolism / Phenylalanine 
A016_RP,Hydroxy-L-proline,131.0584,3.94,-0.2,0.1,0.1,-4.3,-5.0,-0.7,-4.6,-5.3,-0.7,1.000,1.000,1.000,0.000,0.000,0.121,0.000,0.000,0.217,5.8E+06,1.1E+07,7.8E+06,6.1E+06,9.2E+06,4.5E+06,4.8E+06,5.6E+06,9.2E+07,1.3E+08,1.7E+08,1.6E+08,1.3E+08,1.3E+08,1.3E+08,1.6E+08,2.6E+08,2.5E+08,2.4E+08,2.4E+08,1.9E+08,2.3E+08,2.0E+08,1.9E+08,3.7E+06,3.9E+06,3.2E+06,2.2E+05,1.4E+05,1.5E+05,2.8E+06,11.0,13.5,13.4,25.0,43.9,29.0,Hydroxy-L-proline,AA metabolism / Proline 
A007_RP,L-Proline,115.0634,4.45,0.3,1.4,0.4,-1.8,-2.8,-1.0,-2.9,-3.0,-0.1,1.000,0.318,1.000,0.000,0.000,0.050,0.000,0.000,1.000,1.5E+08,2.1E+08,1.6E+08,1.5E+08,1.6E+08,2.5E+08,1.4E+08,1.6E+08,1.0E+09,1.9E+09,5.1E+08,1.3E+09,5.4E+08,1.4E+09,4.0E+08,1.5E+09,9.0E+08,9.0E+08,1.1E+09,1.4E+09,1.1E+09,1.5E+09,1.1E+09,1.6E+09,4.2E+06,4.0E+06,3.9E+06,3.6E+06,3.4E+06,3.4E+06,3.6E+06,22.1,9.3,18.9,44.4,23.5,6.0,L-Proline,AA metabolism / Proline 
C117_RP,Stachydrine,143.0947,4.69,0.2,0.0,-0.1,1.4,-3.9,-5.3,1.6,-3.6,-5.2,1.000,1.000,1.000,0.361,0.000,0.000,0.092,0.000,0.000,5.9E+05,1.2E+06,9.2E+05,7.0E+05,9.6E+05,1.1E+06,4.3E+05,7.0E+05,3.4E+05,2.7E+05,2.4E+05,1.4E+05,1.5E+05,3.2E+05,7.3E+05,6.8E+05,1.7E+07,1.3E+07,1.3E+07,9.4E+06,9.5E+06,1.1E+07,9.2E+06,7.3E+06,3.7E+05,9.3E+04,5.6E+05,2.5E+05,2.9E+05,3.9E+05,3.6E+05,24.2,29.8,65.8,69.6,26.5,35.8,Stachydrine,AA metabolism / Proline / Betaine 
A017_HILIC,L-Homoserine,119.0583,15.29,0.2,0.4,0.0,-1.5,-1.3,0.2,-1.7,-1.1,0.6,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.022,3.2E+07,4.5E+07,3.3E+07,3.9E+07,3.2E+07,3.5E+07,3.3E+07,3.2E+07,6.4E+07,1.2E+08,9.8E+07,1.3E+08,9.9E+07,1.4E+08,9.1E+07,1.1E+08,7.9E+07,7.5E+07,1.0E+08,1.0E+08,7.4E+07,7.9E+07,8.3E+07,8.5E+07,1.5E+06,1.6E+05,3.6E+05,2.1E+06,2.2E+05,2.2E+05,2.6E+05,13.0,14.8,9.0,18.7,14.8,1.6,L-Homoserine,AA Metabolism / Serine 
A004_RP,L-Serine,105.0426,3.74,-0.1,0.5,0.2,0.6,0.1,-0.5,0.0,-0.2,-0.2,1.000,1.000,1.000,0.066,1.000,0.246,1.000,1.000,1.000,3.0E+08,3.4E+08,3.2E+08,2.9E+08,3.0E+08,2.6E+08,3.3E+08,3.0E+08,2.1E+08,3.2E+08,2.3E+08,2.9E+08,2.1E+08,2.9E+08,1.8E+08,2.5E+08,2.0E+08,2.4E+08,2.8E+08,2.7E+08,3.2E+08,4.1E+08,3.4E+08,4.0E+08,1.9E+06,1.6E+06,2.3E+05,1.7E+06,1.3E+06,1.5E+06,1.3E+06,25.7,22.6,9.9,11.8,10.4,4.4,L-Serine,AA Metabolism / Serine 
A038_HILIC,N-Acetyl-DL-serine,147.0532,6.74,0.0,0.2,-0.2,-0.1,-0.9,-0.7,-0.3,-0.6,-0.3,1.000,1.000,1.000,1.000,0.060,0.209,1.000,0.492,0.705,7.0E+07,7.5E+07,8.9E+07,9.3E+07,8.6E+07,1.2E+08,9.1E+07,8.6E+07,7.3E+07,1.6E+08,9.9E+07,4.9E+07,1.1E+08,1.4E+08,9.5E+07,8.0E+07,1.3E+08,1.3E+08,2.0E+08,1.3E+08,1.8E+08,1.4E+08,1.4E+08,1.5E+08,4.9E+06,5.0E+06,4.7E+06,4.8E+06,1.1E+06,4.9E+06,3.0E+06,6.0,19.5,48.2,17.5,21.7,11.3,N-Acetyl-DL-serine,AA Metabolism / Serine 
C200_HILIC,Pentahomoserine,133.0738,12.17,-0.1,-0.7,-0.6,-0.4,-2.3,-1.9,0.2,-1.8,-2.0,1.000,1.000,1.000,1.000,0.000,0.001,1.000,0.000,0.000,1.0E+07,1.2E+07,1.2E+07,9.8E+06,8.6E+06,3.7E+06,1.1E+07,1.0E+07,1.5E+07,9.2E+06,1.3E+07,8.5E+06,9.3E+06,7.8E+06,2.0E+07,1.1E+07,6.9E+07,5.2E+07,5.8E+07,3.5E+07,4.9E+07,3.6E+07,4.0E+07,2.7E+07,6.2E+05,8.1E+05,7.8E+05,7.3E+05,2.3E+05,6.8E+05,8.8E+05,28.1,22.9,15.5,31.5,40.9,12.6,Pentahomoserine,AA Metabolism / Serine 
A048_RP,L-(+)-Cystathionine,222.0675,3.68,0.4,0.7,0.5,-2.9,0.1,3.1,-3.3,0.0,3.2,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.7E+07,1.6E+07,1.4E+07,1.6E+07,1.4E+07,2.7E+07,1.0E+07,2.0E+07,9.9E+07,1.9E+08,1.2E+08,1.5E+08,1.2E+08,2.1E+08,8.1E+07,1.3E+08,1.4E+07,1.6E+07,1.7E+07,2.5E+07,1.0E+07,2.1E+07,1.2E+07,1.4E+07,1.6E+05,1.6E+05,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.5E+05,26.1,22.5,21.8,17.4,25.3,19.3,L-(+)-Cystathionine,AA metabolism / Serine / Homocysteine 
C125_RP,Guanidinoethyl Sulfonate,167.0366,4.35,-0.1,-0.9,-0.4,-1.0,-2.7,-1.7,-0.2,-2.3,-2.1,1.000,1.000,1.000,0.026,0.000,0.009,0.839,0.000,0.001,3.5E+06,4.5E+06,3.9E+06,3.5E+06,3.9E+06,2.9E+06,3.4E+06,3.4E+06,7.2E+06,3.6E+06,7.5E+06,3.8E+06,7.3E+06,4.4E+06,1.5E+07,1.2E+07,2.8E+07,2.2E+07,2.5E+07,1.4E+07,1.9E+07,1.5E+07,2.1E+07,1.9E+07,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.4E+05,1.4E+05,1.5E+05,21.5,16.7,67.8,39.9,18.9,7.7,Guanidinoethyl Sulfonate,AA Metabolism / Taurine 
A005_RP,Hypotaurine,109.0198,3.86,0.2,0.5,0.4,-2.5,-4.3,-1.8,-2.8,-4.5,-1.7,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.5E+06,3.1E+06,2.7E+06,2.1E+06,3.1E+06,3.9E+06,2.7E+06,3.0E+06,2.0E+07,3.3E+07,1.6E+07,2.2E+07,1.1E+07,1.8E+07,1.6E+07,2.1E+07,5.5E+07,7.2E+07,5.9E+07,6.1E+07,4.1E+07,7.4E+07,5.1E+07,6.6E+07,9.2E+04,8.9E+04,8.3E+04,7.7E+04,8.1E+04,7.7E+04,8.0E+04,8.2,15.1,28.0,23.6,24.0,8.7,Hypotaurine,AA Metabolism / Taurine 
A013_RP,Taurine,125.0147,3.82,-0.1,-0.3,-0.3,-0.5,-0.5,0.1,-0.4,-0.3,0.1,1.000,1.000,1.000,0.010,0.010,1.000,0.033,0.067,1.000,3.6E+09,4.0E+09,3.6E+09,3.4E+09,3.6E+09,2.8E+09,3.6E+09,3.4E+09,5.4E+09,4.4E+09,5.1E+09,4.2E+09,4.6E+09,4.3E+09,5.3E+09,5.0E+09,5.7E+09,5.4E+09,5.1E+09,4.0E+09,5.0E+09,3.9E+09,4.5E+09,4.1E+09,2.6E+05,3.9E+05,2.4E+05,3.7E+05,2.9E+05,2.4E+05,3.1E+05,16.3,9.6,7.7,6.5,14.9,0.3,Taurine,AA Metabolism / Taurine 
C301_HILIC,N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine,412.1343,9.32,-0.2,0.3,-0.1,-2.0,-2.4,-0.4,-2.5,-2.5,0.0,1.000,1.000,1.000,0.000,0.000,0.485,0.000,0.000,1.000,4.9E+06,6.3E+06,5.1E+06,3.9E+06,6.1E+06,4.3E+06,4.6E+06,4.5E+06,2.6E+07,2.9E+07,1.9E+07,2.1E+07,1.8E+07,2.0E+07,2.1E+07,3.0E+07,2.9E+07,2.6E+07,4.1E+07,1.9E+07,2.5E+07,2.5E+07,2.2E+07,2.4E+07,2.5E+05,1.0E+06,3.4E+05,2.8E+05,2.2E+05,2.4E+05,2.3E+05,14.5,27.9,19.9,17.1,22.6,13.0,N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine,AA metabolism / Theonine 
B125_HILIC,L-Threonic acid,136.0373,17.07,0.1,0.0,-0.1,0.0,0.2,0.2,0.0,0.4,0.4,1.000,1.000,1.000,1.000,0.731,0.435,1.000,0.091,0.236,6.9E+08,6.0E+08,7.2E+08,7.4E+08,8.3E+08,8.8E+08,5.8E+08,7.4E+08,8.8E+08,6.4E+08,6.9E+08,7.3E+08,7.3E+08,7.5E+08,6.6E+08,7.1E+08,5.5E+08,6.5E+08,6.1E+08,4.4E+08,5.9E+08,6.2E+08,6.3E+08,5.0E+08,1.2E+06,2.0E+06,2.0E+06,2.2E+06,2.2E+06,1.8E+06,1.9E+06,17.6,5.8,7.0,13.6,15.0,14.8,L-Threonic acid,AA metabolism / Threonine
C138_RP,4-Hydroxyprolylthreonine,232.1060,9.73,0.2,0.3,-0.2,1.5,3.2,1.7,1.4,3.6,2.2,1.000,1.000,1.000,0.001,0.000,0.000,0.001,0.000,0.000,1.7E+07,2.4E+07,1.8E+07,1.6E+07,1.8E+07,3.1E+07,1.6E+07,1.7E+07,7.4E+06,8.6E+06,5.5E+06,5.1E+06,4.8E+06,7.0E+06,6.8E+06,8.3E+06,2.2E+06,2.2E+06,2.2E+06,1.8E+06,1.7E+06,1.5E+06,1.5E+06,9.4E+05,3.2E+05,3.1E+05,2.9E+05,2.8E+05,2.7E+05,2.6E+05,2.6E+05,32.6,20.5,21.9,19.5,32.7,6.1,4-Hydroxyprolylthreonine,AA metabolism / Threonine 
B126_HILIC,D-erythronic acid,136.0373,10.20,0.0,-0.2,0.0,-0.2,-0.3,-0.1,-0.1,-0.3,-0.2,1.000,1.000,1.000,0.437,0.124,1.000,1.000,0.283,0.644,1.3E+09,1.1E+09,1.2E+09,1.3E+09,1.2E+09,1.2E+09,1.0E+09,1.2E+09,1.7E+09,1.3E+09,1.4E+09,1.1E+09,1.2E+09,1.2E+09,1.5E+09,1.4E+09,1.8E+09,1.6E+09,1.3E+09,1.4E+09,1.5E+09,1.5E+09,1.5E+09,1.4E+09,1.2E+06,2.0E+05,9.3E+05,4.3E+05,3.0E+05,8.6E+05,6.7E+05,6.8,14.7,11.0,15.4,5.7,10.8,D-erythronic acid,AA metabolism / Threonine 
C250_HILIC,N-(tert-Butoxycarbonyl)-L-leucine,231.1471,8.08,-0.2,-0.1,-0.3,-0.9,-4.1,-3.2,-1.0,-4.0,-3.0,1.000,1.000,1.000,0.001,0.000,0.000,0.003,0.000,0.000,2.5E+08,2.3E+08,2.4E+08,2.1E+08,2.7E+08,1.7E+08,1.8E+08,2.4E+08,8.8E+08,6.0E+08,4.5E+08,3.7E+08,4.3E+08,4.9E+08,4.7E+08,3.5E+08,4.2E+09,3.4E+09,4.4E+09,3.2E+09,4.9E+09,3.7E+09,4.3E+09,3.9E+09,6.1E+05,9.8E+05,5.7E+05,4.8E+05,8.3E+05,4.8E+05,3.0E+05,7.9,7.1,25.8,39.1,16.3,15.9,N-(tert-Butoxycarbonyl)-L-leucine,AA metabolism / Threonine 
A012_RP,Threonine,119.0584,3.92,0.3,0.6,0.3,-1.1,-3.6,-2.4,-1.4,-3.6,-2.1,1.000,0.712,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.7E+07,6.0E+07,4.6E+07,5.5E+07,4.0E+07,4.2E+07,4.6E+07,5.9E+07,1.1E+08,1.9E+08,1.0E+08,1.4E+08,8.6E+07,1.6E+08,9.6E+07,1.5E+08,6.1E+08,6.7E+08,5.3E+08,6.7E+08,5.6E+08,6.8E+08,4.9E+08,4.4E+08,1.9E+05,2.0E+05,1.9E+05,8.8E+05,1.7E+05,1.8E+05,7.6E+05,18.9,9.9,13.9,10.3,14.9,6.7,Threonine,AA metabolism / Threonine 
B150_HILIC,3-Indoxyl sulphate,213.0096,3.68,-0.2,0.4,-0.5,4.6,0.7,-3.9,4.0,0.9,-3.1,1.000,1.000,1.000,0.000,0.293,0.000,0.000,0.067,0.000,2.1E+07,1.6E+07,1.9E+07,1.4E+07,1.3E+07,2.3E+07,1.6E+07,1.2E+07,1.2E+06,9.7E+05,8.3E+05,9.5E+05,5.3E+05,9.1E+05,5.9E+05,5.7E+05,1.1E+07,9.7E+06,1.1E+07,6.0E+06,7.7E+06,1.2E+07,1.1E+07,4.6E+06,9.7E+04,9.4E+04,1.2E+05,1.2E+05,1.5E+05,9.8E+04,1.1E+05,42.0,16.7,21.9,40.1,30.6,17.8,3-Indoxyl sulphate,AA metabolism / Tryptophan
A046_RP,L-Kynurenine,208.0849,12.19,0.0,-0.7,-0.9,-0.1,-4.5,-4.4,0.6,-3.6,-4.2,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,2.2E+06,2.2E+06,1.8E+06,1.6E+06,1.8E+06,2.5E+06,2.0E+06,1.7E+06,5.3E+05,3.2E+05,2.6E+06,1.8E+06,1.4E+06,8.1E+05,4.4E+06,3.1E+06,7.2E+07,4.7E+07,5.0E+07,2.4E+07,3.9E+07,2.3E+07,3.8E+07,2.3E+07,1.6E+05,1.5E+05,1.7E+05,1.6E+05,1.3E+05,1.7E+05,1.4E+05,40.6,31.9,81.3,74.1,20.6,8.8,L-Kynurenine,AA metabolism / Tryptophan
A045_RP,L-Tryptophan,204.0900,13.87,0.5,-0.2,-0.8,-1.1,-2.3,-1.2,-0.5,-1.0,-0.5,1.000,1.000,1.000,0.022,0.000,0.021,0.429,0.016,0.700,1.2E+08,1.8E+08,9.4E+07,1.1E+08,9.7E+07,2.2E+08,1.2E+08,1.2E+08,1.7E+08,1.8E+08,2.5E+08,2.2E+08,2.1E+08,2.0E+08,3.2E+08,4.0E+08,6.4E+08,4.9E+08,5.7E+08,3.0E+08,4.8E+08,3.1E+08,3.8E+08,2.7E+08,3.7E+05,2.1E+05,5.1E+05,2.6E+05,5.4E+05,4.4E+05,3.7E+05,30.0,21.9,39.9,26.2,31.3,13.4,L-Tryptophan,AA metabolism / Tryptophan 
a075_RP,Serotonin,176.0951,11.42,0.3,0.5,0.1,2.5,4.4,1.9,2.3,4.7,2.4,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.6E+06,6.8E+06,3.8E+06,3.8E+06,3.2E+06,3.7E+06,2.4E+06,4.6E+06,6.2E+05,1.0E+06,5.7E+05,6.5E+05,4.1E+05,8.9E+05,6.9E+05,8.0E+05,1.7E+05,3.0E+05,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.6E+05,1.7E+05,1.5E+05,1.4E+05,1.3E+05,1.2E+05,1.1E+05,1.0E+05,1.1E+05,36.7,6.5,19.8,20.8,30.9,18.6,Serotonin,AA metabolism / Tryptophan / Neurotransmitter  
a077_RP,5-Hydroxyindole-3-acetic acid,191.0583,15.89,0.8,0.6,-0.2,1.3,4.2,2.9,1.6,5.3,3.7,0.687,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.0E+06,8.0E+06,4.1E+06,4.6E+06,3.3E+06,8.2E+06,4.4E+06,6.4E+06,1.3E+06,2.4E+06,1.7E+06,2.5E+06,1.5E+06,2.0E+06,1.9E+06,3.1E+06,2.0E+05,1.9E+05,2.7E+05,1.9E+05,2.4E+05,2.7E+05,1.8E+05,1.8E+05,1.2E+05,1.1E+05,1.1E+05,1.1E+05,9.9E+04,9.6E+04,9.9E+04,18.8,19.1,17.2,18.0,24.8,11.8,5-Hydroxyindole-3-acetic acid,AA metabolism / Tryptophan / Serotonine  
A058_HILIC,DL-p-Hydroxyphenyllactic acid,182.0580,4.81,-0.2,0.1,-0.7,0.1,0.8,0.7,-0.3,1.3,1.6,1.000,1.000,1.000,1.000,0.231,0.219,1.000,0.005,0.007,1.2E+08,1.4E+08,1.0E+08,8.4E+07,1.3E+08,3.0E+08,1.5E+08,8.0E+07,1.8E+08,1.4E+08,1.3E+08,1.0E+08,1.2E+08,1.2E+08,1.2E+08,1.5E+08,8.4E+07,6.5E+07,7.3E+07,3.6E+07,7.2E+07,5.3E+07,5.9E+07,3.7E+07,1.8E+05,2.8E+05,2.4E+05,1.5E+05,1.3E+05,1.4E+05,9.6E+05,29.2,13.8,17.0,21.8,67.8,16.0,DL-p-Hydroxyphenyllactic acid,AA metabolism / Tyrosine
A040_RP,L-Tyrosine,181.0741,10.35,0.3,0.3,-0.4,-0.8,0.0,0.9,-0.9,0.7,1.6,1.000,1.000,1.000,0.088,1.000,0.101,0.248,0.070,0.001,2.9E+08,4.3E+08,2.5E+08,2.5E+08,3.0E+08,7.6E+08,3.7E+08,2.9E+08,7.4E+08,7.4E+08,4.8E+08,5.6E+08,4.9E+08,5.8E+08,5.7E+08,7.5E+08,2.9E+08,2.3E+08,2.7E+08,1.7E+08,4.2E+08,2.5E+08,2.9E+08,2.2E+08,7.9E+05,8.0E+05,5.2E+05,2.7E+05,7.2E+05,3.7E+05,5.9E+05,16.3,21.7,15.2,21.0,53.0,16.0,L-Tyrosine,AA metabolism / Tyrosine
A029_RP,Dopamine,153.0791,9.58,0.3,0.7,0.6,4.0,4.7,0.7,3.6,4.4,0.8,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.478,1.4E+07,3.1E+07,1.6E+07,1.9E+07,1.3E+07,1.5E+07,1.1E+07,1.4E+07,9.0E+05,1.3E+06,7.7E+05,7.1E+05,8.6E+05,1.9E+06,2.5E+05,1.4E+06,8.2E+05,7.9E+05,7.5E+05,7.7E+05,2.4E+05,2.7E+05,2.7E+05,8.1E+05,6.1E+05,5.0E+05,5.3E+05,4.3E+05,1.8E+05,1.9E+05,2.2E+05,39.3,59.3,37.7,43.3,39.6,17.5,Dopamine,AA Metabolism / Tyrosine / Neurotransmitter 
C160_RP,N-Stearoyltyrosine,447.3351,26.94,0.2,-0.1,-0.1,2.4,1.2,-1.2,2.7,1.4,-1.3,1.000,1.000,1.000,0.000,0.004,0.008,0.000,0.001,0.008,1.6E+08,1.5E+08,1.4E+08,1.6E+08,1.4E+08,1.1E+08,1.3E+08,1.8E+08,4.4E+07,3.6E+07,1.9E+07,2.0E+07,2.0E+07,1.9E+07,3.3E+07,2.9E+07,6.7E+07,6.8E+07,5.9E+07,4.2E+07,6.4E+07,5.9E+07,5.2E+07,5.7E+07,1.4E+05,1.3E+05,1.3E+05,1.3E+05,1.5E+05,1.3E+05,1.5E+05,18.7,10.5,31.2,41.3,19.4,9.5,N-Stearoyltyrosine,AA Metabolism / Tyrosine / Neurotransmitter 
A038_RP,L-Citrulline,175.0958,4.12,-0.1,0.6,0.3,-1.9,-1.8,0.1,-2.5,-2.2,0.4,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.753,3.5E+07,3.7E+07,3.1E+07,2.8E+07,3.6E+07,4.6E+07,2.7E+07,2.8E+07,1.7E+08,2.4E+08,1.4E+08,1.8E+08,1.0E+08,1.6E+08,1.2E+08,1.9E+08,1.4E+08,1.4E+08,1.4E+08,1.9E+08,9.5E+07,1.5E+08,9.3E+07,1.3E+08,1.8E+05,1.7E+05,1.6E+05,1.6E+05,1.5E+05,1.5E+05,1.5E+05,16.7,23.8,16.7,22.0,25.6,13.3,L-Citrulline,AA metabolism / Urea / Citrulline 
